amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1395.0937313164522,6740.314205204139,5345.220473887687,46891.36034961916,48286.45408093561,0.0
843.4683222949203,8170.380355581356,7326.912033286435,40358.98851012455,41202.45683241947,0.0
174.3080506673147,14005.169601512845,13830.861550845531,39447.544827061676,39621.85287772899,0.0
4412.975470970122,4792.141685373688,379.1662144035663,20300.62680941096,24713.60228038108,0.0
3302.9714201509605,13408.411869287365,10105.440449136404,14470.256535220633,17773.227955371593,0.0
1925.3408694861434,12708.066825125625,10782.725955639482,45268.65941312137,47194.000282607514,0.0
1696.6673924200902,6313.931947392834,4617.264554972744,27406.00324909092,29102.670641511013,0.0
4126.283588564117,17511.69398541889,13385.410396854772,29562.145287530704,33688.42887609482,0.0
2799.7984602326837,12594.57955474185,9794.781094509166,33854.09859755541,36653.89705778809,0.0
348.7661477022617,4326.568492913184,3977.8023452109223,48894.799389306325,49243.56553700859,0.0
2232.5788005109384,8453.756073581999,6221.17727307106,15759.364507698192,17991.94330820913,0.0
3323.158816672084,1957.5451209081523,-1365.6136957639317,24801.494712677213,28124.653529349296,0.0
1074.9385471559503,14348.378698508133,13273.440151352183,11746.459651457164,12821.398198613115,0.0
10.0,1445.0525332785353,1435.0525332785353,11547.017961036687,11557.017961036687,0.0
9500.0,13952.972064610534,4452.972064610534,49668.042752737165,59168.042752737165,0.0
20543.053605859834,20575.36248058929,32.308874729456875,7517.170414784834,28060.224020644666,1.0
25766.629677087694,25800.80543731755,34.17576022985668,567.1513828222552,26333.78105990995,1.0
73.3670112226542,3159.2365480744384,3085.8695368517842,23403.27302131156,23476.640032534215,0.0
921.7889523745135,18672.29828565039,17750.509333275877,44223.56567877638,45145.35463115089,0.0
3882.698906350877,19910.719502046395,16028.020595695518,34461.4868181476,38344.18572449847,0.0
2059.3775355004695,15523.53715445057,13464.159618950102,30276.463744563607,32335.841280064076,0.0
1137.6773450865926,3566.095469337553,2428.4181242509603,47031.82754031215,48169.50488539875,0.0
1576.814948607585,18261.072296442726,16684.25734783514,28222.092082690666,29798.90703129825,0.0
350.325488009119,3960.8957823247297,3610.5702943156107,14245.431152088257,14595.756640097376,0.0
1151.0949867297877,9341.616497173227,8190.521510443439,27278.127208387898,28429.222195117683,0.0
2273.641455002,10394.184829976732,8120.543374974732,20256.303666843,22529.945121844998,0.0
2724.4150819374386,16786.971171497287,14062.556089559848,6379.561964368857,9103.977046306296,0.0
2384.28483384761,8529.079518009741,6144.794684162131,35101.78342410711,37486.06825795472,0.0
256.9555349432881,5056.963752094591,4800.008217151302,36415.77552468673,36672.731059630016,0.0
2677.943764735416,9294.236801642703,6616.2930369072865,21300.040525120472,23977.98428985589,0.0
35593.67033937504,35623.4423241809,29.771984805855027,1975.8094435047701,37569.47978287981,1.0
246.3002092088993,8868.415093187275,8622.114883978376,48924.72323358954,49171.02344279844,0.0
49.40682748831045,10369.727127545564,10320.320300057254,19320.77809152906,19370.18491901737,0.0
2101.5061802651135,15022.639266783483,12921.13308651837,28290.899642973403,30392.405823238518,0.0
314.07195892211286,17588.122413352423,17274.05045443031,15228.997354362451,15543.069313284564,0.0
421.28438108822695,14867.928220679152,14446.643839590924,4883.315906306146,5304.600287394373,0.0
2439.396695081679,2737.468187594742,298.0714925130633,46521.17465893889,48960.57135402057,0.0
625.8010955529734,15648.01666118548,15022.215565632507,41723.68717313142,42349.48826868439,0.0
24.462538817942498,5518.626438831864,5494.163900013921,48281.286141879624,48305.748680697565,0.0
1901.7856486258609,19789.725326701428,17887.939678075567,10886.45171235123,12788.237360977091,0.0
36.07120566389812,9483.119437272368,9447.048231608469,2277.5077982676253,2313.5790039315234,0.0
557.2390328228945,9297.036361057908,8739.797328235014,3994.6843895680427,4551.923422390937,0.0
832.2042752609592,4936.910600261035,4104.706325000076,16584.512583669282,17416.716858930242,0.0
2814.085189074098,17007.422615906402,14193.337426832304,4205.504965484286,7019.590154558384,0.0
61.95012420294909,5995.587564261704,5933.637440058755,26118.663198340055,26180.613322543002,0.0
1329.4681645378412,5455.871962492381,4126.403797954539,10698.08654203977,12027.55470657761,0.0
1398.6683644064692,525.0462977726276,-873.6220666338417,37829.6967007065,39228.36506511297,0.0
24167.025730949594,24189.6717913254,22.646060375805973,9277.710984068191,33444.73671501779,1.0
1824.3857008311438,2645.3455619871,820.9598611559563,4117.649516837907,5942.03521766905,0.0
999.0962457673288,3792.2553297251166,2793.1590839577875,40034.64004583655,41033.736291603884,0.0
906.9813731177835,13557.419502481594,12650.43812936381,2178.0340286210007,3085.015401738784,0.0
658.9068558228241,2020.8803949834771,1361.973539160653,20516.879716788546,21175.78657261137,0.0
21820.282984467653,21900.039539721103,79.75655525345064,7026.990328172319,28847.273312639973,1.0
5864.903921885127,12385.80594020424,6520.902018319113,40848.42252374381,46713.32644562893,0.0
705.4734398904734,18974.845962165968,18269.372522275495,27514.776159156478,28220.24959904695,0.0
1522.6712651494634,5332.342636684683,3809.67137153522,10325.6582464892,11848.329511638663,0.0
1827.8100955176483,18998.754577608317,17170.94448209067,9716.317693688714,11544.127789206363,0.0
1594.922631390786,11742.62730404723,10147.704672656444,42022.47908194027,43617.401713331055,0.0
9202.402622790649,5680.868514892138,-3521.534107898511,29460.58617263102,38662.98879542167,0.0
13968.55833992072,13971.16412851928,2.6057885985592293,4769.0542553227515,18737.612595243474,1.0
1664.919614936311,5678.958166993518,4014.0385520572067,42814.966335805846,44479.88595074216,0.0
790.9481188191786,10998.491644480448,10207.543525661269,23521.612383162064,24312.560501981243,0.0
6260.442832817703,4504.6796014547135,-1755.7632313629892,25698.32562613228,31958.76845894998,0.0
2168.4674539304624,7739.782949855179,5571.315495924717,1874.3978434829667,4042.8652974134293,0.0
1420.019300136812,4226.559642477327,2806.5403423405146,21333.699030790238,22753.71833092705,0.0
994.8666148259477,7655.677720431408,6660.8111056054595,45586.885413867676,46581.75202869363,0.0
5286.198369511507,14192.204408642094,8906.006039130587,48445.085855701895,53731.2842252134,0.0
2506.495320377518,3696.4451099154253,1189.9497895379072,37784.088852475994,40290.58417285351,0.0
2706.81387452814,7217.864921184233,4511.051046656094,48433.14565733688,51139.95953186502,0.0
1909.0912569589611,19517.268438037194,17608.177181078234,21817.559715180585,23726.650972139545,0.0
4731.28413648578,11074.849524611043,6343.565388125263,40570.37513503281,45301.65927151859,0.0
3177.2389499084097,7189.020895505475,4011.7819455970653,21521.095404398344,24698.334354306753,0.0
405.2228456645141,4629.044310022181,4223.821464357667,703.9831641445338,1109.2060098090478,0.0
2804.537783224339,9398.178000743766,6593.640217519427,30844.289163040805,33648.826946265144,0.0
2589.1077081207736,19180.597388353366,16591.489680232593,31483.632592994363,34072.74030111514,0.0
3983.557750530425,19247.64276800818,15264.085017477755,3206.762611869163,7190.320362399588,0.0
1320.3227895247508,18542.660512310806,17222.337722786055,28532.20912725224,29852.531916776992,0.0
68.21507971567587,17557.50116830304,17489.286088587363,39764.35223986113,39832.56731957681,0.0
148.96397451132995,8640.241535981018,8491.27756146969,10426.377014959387,10575.340989470717,0.0
1954.1296972434616,17947.57763121037,15993.447933966909,36364.62386197842,38318.753559221885,0.0
5428.622209483917,18443.841228448342,13015.219018964424,23177.611165134287,28606.233374618205,0.0
4236.404695391117,13968.670270233735,9732.265574842619,23414.428383643393,27650.83307903451,0.0
1938.6472866399085,7782.169527335992,5843.522240696084,14796.84838357706,16735.49567021697,0.0
681.1267368730836,9235.447299452704,8554.32056257962,48392.9962040708,49074.12294094388,0.0
3813.3302266565606,15257.389846596741,11444.05961994018,17766.985410977348,21580.31563763391,0.0
2862.784225207454,15260.073479976769,12397.289254769315,9358.65574634735,12221.439971554802,0.0
744.9767008207075,4301.686294223296,3556.7095934025883,1603.1758547270792,2348.1525555477865,0.0
572.1448405788697,967.5212238423677,395.37638326349804,1112.517596316548,1684.6624368954176,0.0
498.89705890635196,16161.824976838257,15662.927917931906,12437.163314559113,12936.060373465465,0.0
9500.0,1498.8737798841084,-8001.126220115892,19188.69651778119,28688.69651778119,0.0
45.45117895508023,14492.446961646447,14446.995782691367,10737.683291254136,10783.134470209216,0.0
6196.206997112613,1571.8429833765304,-4624.364013736083,9986.414005561828,16182.621002674441,0.0
116.49940764779618,4986.647591220763,4870.148183572967,27446.933925933747,27563.433333581543,0.0
6283.821025088229,10534.13676722211,4250.31574213388,8281.002970508567,14564.823995596797,0.0
206.2985573367592,9511.739228763065,9305.440671426306,18300.769379593796,18507.067936930554,0.0
1884.372025833694,5179.00362261081,3294.6315967771166,48000.63286263593,49885.00488846962,0.0
1841.635596915969,14529.669510610933,12688.033913694964,9646.721814639764,11488.357411555733,0.0
38511.40660389616,38545.561415588476,34.15481169231498,357.7469071400785,38869.15351103624,1.0
412.66692710910036,17124.581575072258,16711.914647963156,41313.457493129055,41726.12442023816,0.0
2297.749745154334,15744.706605610163,13446.95686045583,23239.21029687504,25536.960042029375,0.0
2186.7225457521768,13482.422185174662,11295.699639422486,35783.824006128845,37970.54655188102,0.0
2456.7949067850363,6338.750933660579,3881.9560268755426,17560.850981924403,20017.645888709438,0.0
70.57613708405933,6089.8813350969485,6019.305198012889,41554.22036782976,41624.79650491382,0.0
708.4201234713695,16487.428876776597,15779.008753305228,5511.645436061635,6220.0655595330045,0.0
400.4131229672945,9468.868050232273,9068.454927264978,29705.23191377126,30105.64503673855,0.0
9500.0,11837.785449947198,2337.785449947198,17961.55703108615,27461.55703108615,0.0
2375.1180270003024,9036.738807342588,6661.620780342286,34770.357429465286,37145.47545646559,0.0
12291.774436025607,12377.921917259877,86.14748123426943,5987.233410567304,18279.00784659291,1.0
3026.850460258931,11451.092900387786,8424.242440128855,30010.93055309847,33037.7810133574,0.0
237.38604278056917,7368.504013879533,7131.117971098964,20835.433192361492,21072.819235142062,0.0
1518.0260348042013,1983.949785125099,465.9237503208976,40819.88631807853,42337.912352882726,0.0
29736.644871026663,29832.704952027914,96.06008100125109,44.016090037862774,29780.660961064525,1.0
1583.412318337563,4182.968641875661,2599.556323538098,44864.829426664735,46448.2417450023,0.0
1165.110549974567,19675.14498407742,18510.03443410285,16180.473471703539,17345.584021678107,0.0
1085.2977045945922,12274.160037453192,11188.8623328586,21974.625628493184,23059.923333087776,0.0
3159.12854720547,6142.371999333802,2983.2434521283317,6877.605573756984,10036.734120962454,0.0
36.55236081299447,10306.072641278904,10269.52028046591,8668.65783787541,8705.210198688404,0.0
1515.5592238445302,16719.813353610603,15204.254129766074,41992.97863370209,43508.537857546624,0.0
23923.636061606212,23926.95571021676,3.319648610548029,1765.5419224284053,25689.177984034617,1.0
44397.11479763045,44477.10392805733,79.98913042688218,6545.222690109419,50942.33748773987,1.0
1202.11227592557,8694.867235247068,7492.754959321497,37718.79777624548,38920.91005217105,0.0
80.12251424545349,14779.666064801073,14699.54355055562,42436.81638769839,42516.938901943846,0.0
1304.7087830304988,2061.236349314829,756.5275662843303,44224.82673969318,45529.53552272367,0.0
6132.433058149838,10589.32515158684,4456.892093437002,18166.689095813217,24299.122153963057,0.0
592.6736635124685,3156.886019293568,2564.2123557810996,18742.613639840227,19335.287303352696,0.0
1290.9865302943977,5217.590698325113,3926.6041680307158,13953.013858996826,15244.000389291225,0.0
255.36078309129363,2441.8044140305637,2186.44363093927,31197.278738069417,31452.639521160712,0.0
1685.0462407622738,7681.761619286336,5996.7153785240625,38889.57902098452,40574.6252617468,0.0
955.3806895597999,4824.7000927041545,3869.3194031443545,13536.686621086625,14492.067310646424,0.0
450.9261088732207,2959.684331314965,2508.7582224417447,44498.293437334076,44949.2195462073,0.0
83.25951958869041,4468.930040794479,4385.670521205789,24907.53601255742,24990.79553214611,0.0
522.6116249677809,18271.16541621997,17748.55379125219,30484.678468701924,31007.290093669704,0.0
2753.5546258738786,16731.625313187204,13978.070687313324,11449.359265015584,14202.913890889464,0.0
1087.551786994988,17895.449846325602,16807.898059330615,3767.74481144459,4855.296598439578,0.0
3245.4547788359832,6531.822374985347,3286.3675961493636,32820.65671148365,36066.111490319636,0.0
4656.891361735264,19351.31743693461,14694.426075199346,13935.685757057448,18592.577118792713,0.0
357.3535849091114,8318.92137042286,7961.567785513749,33056.52934128584,33413.88292619495,0.0
1431.3138256088905,13569.952532865005,12138.638707256116,22558.200184379795,23989.514009988685,0.0
2607.5176038695136,12860.844505732617,10253.326901863104,37906.46032484224,40513.977928711756,0.0
501.98594773341,10014.053807946386,9512.067860212976,46608.085960681616,47110.071908415026,0.0
1619.963372815338,8658.475085408794,7038.511712593456,38703.0853473058,40323.048720121136,0.0
822.5838287374609,8550.368256298676,7727.784427561215,10573.516002487326,11396.099831224787,0.0
412.86421321511307,3041.886035843678,2629.021822628565,17228.095399393766,17640.95961260888,0.0
1095.768371042928,9133.350590275937,8037.582219233009,415.24205616648715,1511.0104272094152,0.0
45862.15872385749,45955.54542784262,93.38670398513204,175.89916212524594,46038.05788598273,1.0
31633.319412864264,31716.816820200755,83.49740733649014,3283.577851330193,34916.89726419446,1.0
105.59055619954937,3423.2304383192236,3317.6398821196744,36832.83676093953,36938.427317139074,0.0
5239.469385408418,12967.808610584123,7728.339225175705,15982.40137938124,21221.87076478966,0.0
3276.396642338703,6634.458851574296,3358.0622092355934,29055.31223489482,32331.708877233523,0.0
7361.27995578019,5240.92834324204,-2120.35161253815,8233.513125365254,15594.793081145444,0.0
2584.6727373805884,8065.067288770394,5480.394551389805,5428.157235140468,8012.829972521056,0.0
219.87450008131083,17160.790509850765,16940.916009769455,14716.087211561795,14935.961711643105,0.0
246.7607844799521,6412.785784962885,6166.025000482933,34699.60541946378,34946.36620394373,0.0
46400.99869026838,46498.76022702076,97.76153675237583,9075.757039632663,55476.755729901044,1.0
1415.4450075426903,9572.911859880505,8157.466852337815,13005.799150769959,14421.24415831265,0.0
2016.2290720818241,776.8343721986122,-1239.394699883212,24404.613013248792,26420.842085330616,0.0
78.36823348751211,7422.79768965681,7344.429456169298,14804.104456772515,14882.472690260027,0.0
1499.0102293170062,3662.5757619536093,2163.565532636603,5677.7271921746915,7176.737421491698,0.0
12581.619539657839,12592.816836706537,11.197297048698601,5910.620780489892,18492.240320147732,1.0
36614.69235030313,36689.38271583868,74.69036553554906,4719.379285564587,41334.07163586772,1.0
2065.4051754475945,14471.287121522255,12405.88194607466,12025.602120276846,14091.007295724441,0.0
583.652064757029,17742.780891614606,17159.128826857577,20066.272197061196,20649.924261818225,0.0
10844.09902411256,10889.780656733192,45.68163262063172,3387.4449424367212,14231.543966549281,1.0
6028.957573174412,9561.444634680718,3532.4870615063064,7481.836075446336,13510.793648620747,0.0
4180.106221785574,6146.862741079179,1966.7565192936045,25407.865328007378,29587.97154979295,0.0
2995.909006687174,11870.562266958012,8874.653260270838,27268.142606682082,30264.051613369258,0.0
1194.728197730114,10904.311454294799,9709.583256564685,21437.570417067713,22632.298614797826,0.0
220.6445387597513,9699.248033122049,9478.603494362298,11126.489124944288,11347.133663704039,0.0
2381.2854655986835,9330.083703044373,6948.79823744569,26605.556691850186,28986.84215744887,0.0
3956.5285417431437,16715.691555253827,12759.163013510683,44656.93591897167,48613.464460714815,0.0
3352.2348784998458,11135.845029128404,7783.610150628559,37419.817810487155,40772.052688987,0.0
2678.191064746801,19294.44439316952,16616.253328422717,214.08789180518139,2892.2789565519824,0.0
713.0573178336336,12182.436839503673,11469.379521670038,38710.77790831794,39423.835226151576,0.0
758.9315322466583,7659.889381410197,6900.957849163538,48794.66689479494,49553.598427041594,0.0
2987.806330962544,11301.863810165432,8314.05747920289,39468.98167309622,42456.78800405876,0.0
1235.0911640267434,4349.37280774558,3114.2816437188367,36187.31927038928,37422.41043441602,0.0
1408.9589115417202,6675.344942330057,5266.386030788337,42498.78835547978,43907.7472670215,0.0
449.5700651715701,7978.922992462551,7529.352927290981,12240.448070606668,12690.018135778239,0.0
1211.655262173857,5968.873762821079,4757.218500647223,34713.737321793145,35925.392583967005,0.0
912.5544364416941,14525.281411228721,13612.726974787027,411.15656944457623,1323.7110058862704,0.0
3663.4299643378477,15221.184525808481,11557.754561470634,6114.436059029977,9777.866023367824,0.0
93.64247855590969,13992.583583698544,13898.941105142634,6411.497365188707,6505.139843744616,0.0
498.06664630656746,6733.215213978362,6235.148567671795,5174.8751796783845,5672.941825984952,0.0
530.431285931699,2563.0321453195797,2032.6008593878807,2013.9081367693934,2544.339422701092,0.0
2390.8209137857707,8650.689667384815,6259.868753599045,35139.14385829875,37529.96477208452,0.0
1255.3991122923592,7987.003438127967,6731.604325835608,86.24110549203535,1341.6402177843945,0.0
4239.104690429634,11264.354359765199,7025.249669335565,15125.19801757058,19364.302708000214,0.0
1866.5265313898346,504.73722147299827,-1361.7893099168364,1117.3394213428667,2983.8659527327013,0.0
349.2439916158676,17923.92437821952,17574.68038660365,38169.062989178135,38518.306980794005,0.0
1728.7034827053249,10605.011777559157,8876.308294853832,218.69911415046684,1947.4025968557917,0.0
2074.287705655778,3670.0578389378325,1595.7701332820543,40520.097042949164,42594.38474860494,0.0
213.7742441087273,2630.9491846791184,2417.1749405703913,4943.316922800734,5157.091166909461,0.0
2232.6471598570124,10074.885372043746,7842.238212186733,20913.204045128787,23145.8512049858,0.0
2006.9725479153192,9457.20128408215,7450.2287361668305,26488.745762839928,28495.71831075525,0.0
553.8636697766027,6394.395659680746,5840.531989904143,24262.662729661344,24816.526399437946,0.0
1620.9965982312413,1232.5414761076215,-388.45512212361973,41699.53810495482,43320.534703186066,0.0
249.32205761069548,12643.454889360812,12394.132831750116,14673.928867950719,14923.250925561415,0.0
128.8510680513687,6114.714834817771,5985.863766766402,29632.93239427233,29761.7834623237,0.0
888.5642448186694,14707.99555745915,13819.43131264048,20201.005143140676,21089.569387959345,0.0
1033.294627976234,14351.854263890478,13318.559635914244,25494.49741028051,26527.792038256743,0.0
18632.875652098985,18689.93093759398,57.0552854949965,5718.9896766037,24351.865328702683,1.0
1058.7548646671546,1532.250743591956,473.49587892480145,41082.329858225006,42141.08472289216,0.0
759.8909772532581,14482.434804788541,13722.543827535283,34221.63447907994,34981.5254563332,0.0
5076.476151424075,17928.596661357926,12852.120509933851,21038.010388823037,26114.48654024711,0.0
169.6975011606241,16954.350841336967,16784.653340176344,17221.402310859412,17391.099812020035,0.0
2862.5061336552476,1236.7978786157537,-1625.708255039494,34058.62752197524,36921.13365563049,0.0
2939.2958808914705,9620.552011437443,6681.256130545973,43705.18980331054,46644.48568420201,0.0
952.978786054777,18295.39224953405,17342.41346347927,40681.39401114901,41634.37279720379,0.0
5164.497342711352,17194.995628895875,12030.498286184524,45343.64159095264,50508.13893366399,0.0
1197.6536547997289,10799.690604248945,9602.036949449215,28132.705983565458,29330.359638365186,0.0
6217.1161260446,3712.2524735807037,-2504.863652463896,11061.075709114959,17278.19183515956,0.0
42.997728320522626,18755.17931024443,18712.18158192391,8341.911721041733,8384.909449362256,0.0
3651.4362216368854,19730.447547032047,16079.01132539516,37875.491140925296,41526.92736256218,0.0
157.4365793759157,17022.28653794213,16864.849958566214,47844.42213164831,48001.85871102422,0.0
1968.2524115640226,8391.764549418818,6423.512137854796,23428.99021875695,25397.242630320972,0.0
1295.7491278756465,5164.616216667266,3868.867088791619,49317.78977528705,50613.5389031627,0.0
374.3667847223361,11885.2362125063,11510.869427783962,27998.207357292158,28372.574142014495,0.0
28466.188377798313,28553.810707111475,87.62232931316248,3805.6613294721633,32271.849707270478,1.0
8917.123290037556,14531.38905867598,5614.265768638425,38418.249634630025,47335.37292466758,0.0
2175.506150204313,2584.937355406517,409.4312052022037,24928.460848177765,27103.96699838208,0.0
3861.684754346913,17534.33373642823,13672.648982081319,31056.264954541453,34917.949708888365,0.0
611.006111532981,12287.53515403996,11676.52904250698,20396.768552714817,21007.774664247798,0.0
4803.253533429852,3051.4260463019855,-1751.8274871278663,47017.418883509585,51820.67241693944,0.0
4736.475350956181,8517.314561359748,3780.8392104035674,45145.05055816855,49881.52590912473,0.0
1024.4913189580448,16483.70155421895,15459.210235260907,440.74166472363174,1465.2329836816766,0.0
3977.0591433164454,1960.4689190386828,-2016.5902242777627,29421.67782082124,33398.736964137686,0.0
464.05531982620613,11217.634871567681,10753.579551741475,27648.77930087199,28112.834620698195,0.0
846.8270689879257,8794.45167726468,7947.624608276755,2720.5063875088977,3567.3334564968236,0.0
522.7524823945714,15883.822277834406,15361.069795439835,20785.565457492416,21308.317939886987,0.0
2323.2272893199765,9088.474127792899,6765.246838472922,45733.25537118747,48056.48266050745,0.0
2503.755232338851,10875.69306679122,8371.937834452368,48467.48072099126,50971.23595333011,0.0
26007.73252020334,26064.999578522453,57.26705831911386,3381.1577165956273,29388.890236798965,1.0
1071.6909028020184,13904.103297371434,12832.412394569415,23671.05653167228,24742.7474344743,0.0
1481.8601554042714,2978.5009685294376,1496.6408131251662,42453.543745174604,43935.40390057887,0.0
601.0657813564949,17124.505446691357,16523.439665334863,21568.272819400096,22169.33860075659,0.0
2457.877075312436,19249.24374512437,16791.366669811934,19566.641823309634,22024.51889862207,0.0
939.5931558405343,10365.553102854681,9425.959947014147,18444.12607779446,19383.719233634994,0.0
399.79000823273145,4934.723710108821,4534.93370187609,44711.402137012345,45111.19214524508,0.0
47257.42683486662,47277.00933975214,19.582504885518574,8793.264990158235,56050.69182502486,1.0
48.47527601850073,12375.482665512605,12327.007389494105,18079.51332101548,18127.988597033982,0.0
2198.4104741311667,10546.248409695167,8347.837935563999,23220.145316032296,25418.555790163464,0.0
1721.7115141848146,9862.631322948277,8140.919808763462,30434.438026465898,32156.149540650713,0.0
9991.567061765621,10009.253382975014,17.68632120939219,800.4132409144061,10791.980302680027,1.0
934.4208011013524,6329.059926917498,5394.639125816146,14683.82066792181,15618.241469023162,0.0
278.70959114791276,19622.640281498967,19343.930690351055,10749.61117941956,11028.320770567472,0.0
42224.59733704273,42288.694469454946,64.0971324122147,3901.132134339331,46125.72947138206,1.0
38753.32533784631,38805.87426086725,52.548923020935035,3822.5591465640464,42575.88448441036,1.0
191.27389308063889,19510.63331979958,19319.359426718944,30051.293874434497,30242.567767515135,0.0
377.072360106581,4141.293384898734,3764.221024792153,16453.140845045476,16830.213205152057,0.0
5642.166294546606,19591.120895437514,13948.95460089091,27304.94040016454,32947.10669471115,0.0
4734.344948432618,16709.29319925388,11974.94825082126,12116.49057268695,16850.835521119567,0.0
707.8323661283407,10523.600979779454,9815.768613651113,10534.395851515072,11242.228217643413,0.0
1536.1568688241798,1497.7273756867803,-38.429493137399504,1317.3666096958802,2853.52347852006,0.0
2328.771767115938,15866.685416712931,13537.913649596994,4533.104425466916,6861.876192582854,0.0
630.1002134103379,10960.002470060594,10329.902256650255,43842.929151308585,44473.029364718925,0.0
1229.130549272837,18899.52173456105,17670.391185288216,19782.341059835624,21011.471609108463,0.0
2424.4466297154763,11471.780746603477,9047.334116888002,12265.524899298996,14689.971529014472,0.0
4289.707090303628,18802.275671927644,14512.568581624015,22271.68376430151,26561.39085460514,0.0
486.2360068598067,12314.987895999919,11828.751889140112,17953.53895215756,18439.774959017366,0.0
460.55603791180704,9903.391991577868,9442.835953666061,46106.56627647052,46567.12231438233,0.0
388.4515400467345,14968.91012696036,14580.458586913624,15725.878610455264,16114.330150501999,0.0
576.0119782531672,11806.676732930637,11230.66475467747,9540.474572315356,10116.486550568523,0.0
2063.2780034401776,18701.55597695737,16638.277973517193,38980.432127123255,41043.710130563435,0.0
1750.2534522228946,14551.43517772743,12801.181725504535,39046.658989524716,40796.91244174761,0.0
2386.3108168798267,10337.807019069298,7951.496202189472,35401.18919989559,37787.50001677542,0.0
1612.5053389743548,12476.582617698516,10864.07727872416,680.2197725334136,2292.7251115077684,0.0
1708.8542883973394,3041.24844686055,1332.3941584632105,34687.896017453764,36396.75030585111,0.0
4342.72331744854,14156.783832898105,9814.060515449564,18418.7253792367,22761.448696685242,0.0
4492.237024931178,11840.98233807023,7348.745313139051,32811.39952044033,37303.63654537151,0.0
415.0619883105383,13546.543548680484,13131.481560369944,5129.228016551041,5544.290004861579,0.0
1342.17099901772,17691.88930892051,16349.718309902788,48970.993656892606,50313.164655910325,0.0
10.148874103594006,17455.906600392107,17445.757726288513,1422.8695921961244,1433.0184662997183,0.0
28008.593529766094,28079.429423369962,70.83589360386759,6901.313479368921,34909.907009135015,1.0
360.2036023015098,4003.198750129167,3642.995147827657,1042.2619903850405,1402.4655926865503,0.0
6627.470952260411,9409.317398876703,2781.8464466162923,49208.247974160746,55835.718926421156,0.0
1145.850790182224,2142.1537179534175,996.3029277711935,3836.3685964102947,4982.219386592518,0.0
2711.858032418981,4130.21819704837,1418.3601646293887,46536.28972726986,49248.14775968884,0.0
4136.900792250696,5841.339977283123,1704.4391850324264,46613.39194190836,50750.292734159055,0.0
5826.393854798992,9934.03948336453,4107.645628565538,37849.73797448278,43676.13182928177,0.0
235.2923957685293,16348.291633941248,16112.999238172719,15559.622217718827,15794.914613487355,0.0
581.1668947327032,9143.442108761761,8562.275214029058,2117.4873738207143,2698.6542685534178,0.0
329.9952525006076,18207.63189766716,17877.636645166553,3830.9906964824336,4160.985948983041,0.0
47643.761393071436,47718.769800566304,75.00840749486815,8731.592873828264,56375.354266899696,1.0
